TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20231110230992,2,45,20,1,0,0,0
20231110230993,1,65,18,2,0,0,0
20231110230993,2,65,20,1,0,0,0
20231110230997,1,76,18,2,0,0,0
20231110230997,2,80,20,1,0,0,0
20231110230998,1,76,18,2,0,0,0
20231110230998,2,52,22,2,0,0,0
20231110231005,1,25,18,2,0,0,0
20231110231005,2,61,24,2,0,0,0
20231110231008,1,29,18,1,0,0,0
20231110231008,2,59,26,1,0,0,0
20231110231008,3,41,28,1,0,0,0
20231110231008,4,37,28,1,0,0,0
20231110231008,5,33,28,1,0,0,0
20231110231014,1,52,18,1,0,0,0
20231110231014,2,50,20,2,0,0,0
20231110231014,3,14,22,1,0,0,0
20231110231014,4,11,22,1,0,0,0
20231110231021,1,55,18,1,0,0,0
20231110231021,2,50,20,2,0,0,0
20231110231024,1,39,18,2,0,0,0
20231110231024,2,19,22,1,0,0,0
20231110231024,3,17,22,1,0,0,0
20231110231024,5,10,22,2,0,0,0
20231110231024,6,6,22,1,0,0,0
20231110231030,1,59,18,1,0,0,0
20231110231030,2,65,20,2,0,0,0
20231110231033,1,68,18,1,0,0,0
20231110231033,2,66,20,2,0,0,0
20231110231035,1,37,18,1,0,0,0
20231110231035,2,36,20,2,0,0,0
20231110231035,3,16,22,1,0,0,0
20231110231036,1,64,19,1,0,0,0
20231110231037,1,66,18,2,0,0,0
20231110231037,2,67,20,1,0,0,0
20231110231045,1,55,18,2,0,0,0
20231110231045,2,67,20,1,0,0,0
20231110231046,1,65,18,2,0,0,0
20231110231046,2,70,20,1,0,0,0
20231110231047,1,38,18,2,0,0,0
20231110231047,2,38,20,1,0,0,0
20231110231047,3,6,22,2,0,0,0
20231110231047,4,2,22,2,0,0,0
20231110231048,1,63,18,1,0,0,0
20231110231048,2,63,20,2,0,0,0
20231110231052,1,36,18,1,0,0,0
20231110231052,2,51,24,2,0,0,0
20231110231055,1,27,18,1,0,0,0
20231110231055,2,7,22,1,0,0,0
20231110231056,1,52,18,2,0,0,0
20231110231056,2,52,20,1,0,0,0
20231110231064,1,41,18,1,0,0,0
20231110231064,2,41,20,2,0,0,0
20231110231064,3,13,22,1,0,0,0
20231110231064,4,11,22,1,0,0,0
20231110231065,1,27,18,1,0,0,0
20231110231065,2,7,22,2,0,0,0
20231110231065,3,59,24,1,0,0,0
20231110231069,1,43,18,2,0,0,0
20231110231069,2,75,20,1,0,0,0
20231110231069,3,16,22,1,0,0,0
20231110231069,4,13,22,1,0,0,0
20231110231071,1,51,18,1,0,0,0
20231110231071,2,51,20,2,0,0,0
20231110231076,1,46,18,1,0,0,0
20231110231076,2,46,20,2,0,0,0
20231110231076,3,13,22,2,0,0,0
20231110231076,4,11,22,1,0,0,0
20231110231078,1,42,18,2,0,0,0
20231110231078,2,44,20,1,0,0,0
20231110231078,3,13,22,2,0,0,0
20231110231078,4,10,22,1,0,0,0
20231110231087,1,49,18,1,0,0,0
20231110231087,2,44,20,2,0,0,0
20231110231087,3,9,22,2,0,0,0
20231110231087,4,8,22,2,0,0,0
20231110231100,1,58,18,2,0,0,0
20231110231100,2,29,22,1,0,0,0
20231110231102,1,64,18,1,0,0,0
20231110231102,2,67,25,2,0,0,0
20231110231102,3,78,26,1,0,0,0
20231110231104,1,36,18,1,0,0,0
20231110231104,2,35,20,2,0,0,0
20231110231104,3,7,22,1,0,0,0
20231110231139,1,44,18,2,0,0,0
20231110231139,2,47,20,1,0,0,0
20231110231139,3,12,22,1,0,0,0
20231110231139,4,10,22,2,0,0,0
20231110231139,5,9,22,2,0,0,0
20231110231143,1,38,18,1,0,0,0
20231110231143,2,38,20,2,0,0,0
20231110231151,1,85,18,1,60,0,0
20231110231151,2,80,20,2,0,0,0
20231110231152,1,38,19,1,0,0,0
20231110231172,1,39,18,1,0,0,0
20231110231172,2,26,20,2,0,0,0
20231110231172,3,4,22,2,0,0,0
20231110231172,4,1,22,2,0,0,0
20231110231179,1,68,19,2,0,0,0
20231110231180,1,62,18,1,0,0,0
20231110231180,2,60,20,2,0,0,0
20231110231181,1,49,18,1,0,0,0
20231110231181,2,46,20,2,0,0,0
20231110231181,3,17,22,2,0,0,0
20231110231181,4,15,22,1,0,0,0
20231110231181,5,13,22,1,0,0,0
20231110231181,6,10,22,1,0,0,0
20231110231193,1,77,19,1,0,0,0
20231110231196,1,66,19,2,0,0,0
20231110231199,1,26,18,1,0,0,0
20231110231199,2,62,24,1,0,0,0
20231110231203,1,80,18,1,0,0,0
20231110231203,2,78,20,2,0,0,0
20231110231203,3,45,22,1,0,0,0
20231110231208,1,74,18,2,0,0,0
20231110231208,2,77,20,1,0,0,0
20231110231209,1,71,18,1,0,0,0
20231110231209,2,68,20,2,0,0,0
20231110231216,1,40,18,2,0,0,0
20231110231216,2,30,20,1,0,0,0
20231110231216,3,2,22,1,0,0,0
20231110231219,1,64,18,2,0,0,0
20231110231219,2,70,20,1,0,0,0
20231110231221,1,32,19,1,0,0,0
20231110231221,2,36,28,1,0,0,0
20231110231230,1,46,19,1,0,0,0
20231110231232,1,85,19,2,60,0,0
20231110231235,1,55,18,2,0,0,0
20231110231235,2,62,20,1,0,0,0
20231110231235,3,14,22,1,0,0,0
20231110231235,4,85,24,2,60,0,0
20231110231236,1,40,18,2,0,0,0
20231110231236,2,71,24,1,0,0,0
20231110231246,1,54,18,2,0,0,0
20231110231246,5,12,23,2,0,0,0
20231110231250,1,49,18,1,0,0,0
20231110231250,2,38,20,2,0,0,0
20231110231250,3,5,22,2,0,0,0
20231110231250,4,2,22,1,0,0,0
20231110231251,1,39,18,2,0,0,0
20231110231251,2,43,20,1,0,0,0
20231110231251,3,12,22,2,0,0,0
20231110231251,4,10,22,1,0,0,0
20231110231253,1,29,19,2,0,0,0
20231110231254,1,70,18,1,0,0,0
20231110231254,2,63,20,2,0,0,0
20231110231261,1,56,18,2,0,0,0
20231110231261,2,48,20,1,0,0,0
20231110231261,3,24,22,1,0,0,0
20231110231261,4,15,22,2,0,0,0
20231110231263,1,29,18,1,0,0,0
20231110231263,2,30,20,2,0,0,0
20231110231263,3,2,22,2,0,0,0
20231110231271,1,31,18,2,0,0,0
20231110231271,2,32,21,1,0,0,0
20231110231271,3,5,22,1,0,0,0
20231110231271,4,2,22,2,0,0,0
20231110231272,1,40,18,2,0,0,0
20231110231272,2,40,20,1,0,0,0
20231110231272,3,5,22,1,0,0,0
20231110231275,1,27,18,2,0,0,0
20231110231275,2,58,24,2,0,0,0
20231110231275,3,31,25,2,0,0,0
20231110231286,1,38,19,1,0,0,0
20231110231306,1,62,19,1,0,0,0
20231110231314,1,59,18,2,0,0,0
20231110231314,2,60,20,1,0,0,0
20231110231314,3,19,22,1,0,0,0
20231110231319,1,63,19,1,0,0,0
20231110231319,2,60,28,1,0,0,0
20231110231321,1,30,18,1,0,0,0
20231110231321,2,29,20,2,0,0,0
20231110231321,3,10,22,1,0,0,0
20231110231321,4,6,22,2,0,0,0
20231110231321,5,1,22,1,0,0,0
20231110231323,1,25,19,2,0,0,0
20231110231323,2,26,28,2,0,0,0
20231110231323,3,24,28,2,0,0,0
20231110231331,1,36,18,2,0,0,0
20231110231331,2,35,20,1,0,0,0
20231110231331,3,9,22,1,0,0,0
20231110231331,4,7,22,1,0,0,0
20231110231336,1,70,18,2,0,0,0
20231110231336,2,73,20,1,0,0,0
20231110231341,1,80,18,1,0,0,0
20231110231341,2,80,20,2,0,0,0
20231110231344,1,80,18,1,0,0,0
20231110231344,2,85,20,2,60,0,0
20231110231345,1,33,18,2,0,0,0
20231110231345,2,33,20,1,0,0,0
20231110231354,1,80,19,2,0,0,0
20231110231356,1,77,18,2,0,0,0
20231110231356,2,80,20,1,0,0,0
20231110231357,1,39,18,2,0,0,0
20231110231357,2,39,20,1,0,0,0
20231110231357,3,6,22,1,0,0,0
20231110231357,4,4,22,2,0,0,0
20231110231370,1,55,19,1,0,0,0
20231110231370,2,42,21,2,0,0,0
20231110231370,3,16,40,1,0,0,0
20231110231373,1,71,18,1,0,0,0
20231110231373,2,70,20,2,0,0,0
20231110231383,1,66,19,2,0,0,0
20231110231387,1,53,18,1,0,0,0
20231110231387,2,53,20,2,0,0,0
20231110231389,1,51,18,1,0,0,0
20231110231389,2,44,20,2,0,0,0
20231110231389,3,15,22,1,0,0,0
20231110231391,1,40,18,2,0,0,0
20231110231391,2,38,20,1,0,0,0
20231110231393,1,28,18,1,0,0,0
20231110231393,2,27,20,2,0,0,0
20231110231393,3,1,22,1,0,0,0
20231110231395,1,27,18,1,0,0,0
20231110231395,2,57,24,1,0,0,0
20231110231401,1,42,18,2,0,0,0
20231110231401,2,40,20,1,0,0,0
20231110231401,3,10,22,1,0,0,0
20231110231401,4,7,22,2,0,0,0
20231110231405,1,80,19,1,0,0,0
20231110231405,2,80,21,2,0,0,0
20231110231407,1,80,18,1,0,0,0
20231110231411,1,31,19,1,0,0,0
20231110231411,3,46,28,1,0,0,0
20231110231414,1,71,18,2,0,0,0
20231110231418,1,42,19,2,0,0,0
20231110231420,1,80,19,2,0,0,0
20231110231421,1,77,18,1,0,0,0
20231110231421,2,72,20,2,0,0,0
20231110231424,1,28,18,1,0,0,0
20231110231424,2,64,24,1,0,0,0
20231110231432,1,36,19,1,0,0,0
20231110231434,1,70,19,2,0,0,0
20231110231436,1,38,18,2,0,0,0
20231110231436,2,36,20,1,0,0,0
20231110231436,3,10,22,2,0,0,0
20231110231436,4,6,22,1,0,0,0
20231110231443,1,36,18,2,0,0,0
20231110231443,2,26,20,1,0,0,0
20231110231443,3,0,22,1,0,0,0
20231110231445,1,59,18,1,0,0,0
20231110231445,2,59,20,2,0,0,0
20231110231445,3,29,22,2,0,0,0
20231110231447,1,47,18,1,0,0,0
20231110231447,2,35,20,2,0,0,0
20231110231447,3,4,22,1,0,0,0
20231110231447,4,7,22,2,0,0,0
20231110231449,1,74,18,2,0,0,0
20231110231449,2,76,20,1,0,0,0
20231110231449,3,50,22,1,0,0,0
20231110231449,4,17,23,1,0,0,0
20231110231453,1,64,19,2,0,0,0
20231110231467,1,80,19,2,60,0,0
20231110231470,1,27,19,1,0,0,0
20231110231471,1,40,19,1,0,0,0
20231110231480,1,75,18,1,0,0,0
20231110231480,2,73,20,2,0,0,0
20231110231513,1,57,18,1,0,0,0
20231110231513,2,56,21,2,0,0,0
20231110231513,3,16,30,1,0,0,0
20231110231513,4,18,30,1,0,0,0
20231110231516,1,77,19,2,0,0,0
20231110231522,1,64,18,1,0,0,0
20231110231522,2,31,22,1,0,0,0
20231110231525,1,34,18,2,0,0,0
20231110231525,2,39,20,1,0,0,0
20231110231527,1,85,18,2,60,0,0
20231110231527,2,74,26,2,0,0,0
20231110231529,1,74,18,2,0,0,0
20231110231529,2,80,20,1,0,0,0
20231110231531,1,63,19,2,0,0,0
20231110231533,1,62,18,2,0,0,0
20231110231533,2,64,20,1,0,0,0
20231110231533,3,26,22,1,0,0,0
20231110231533,4,43,22,2,0,0,0
20231110231540,1,64,18,1,0,0,0
20231110231540,2,62,20,2,0,0,0
20231110231540,3,26,22,2,0,0,0
20231110231542,1,65,19,2,0,0,0
20231110231553,1,37,18,1,0,0,0
20231110231553,2,32,20,2,0,0,0
20231110231553,3,9,22,1,0,0,0
20231110231553,4,7,22,2,0,0,0
20231110231558,1,27,19,1,0,0,0
20231110231562,1,66,18,1,0,0,0
20231110231562,2,64,20,2,0,0,0
20231110231565,1,37,18,2,0,0,0
20231110231565,2,37,20,1,0,0,0
20231110231565,3,11,22,1,0,0,0
20231110231565,4,9,22,2,0,0,0
20231110231565,5,7,22,2,0,0,0
20231110231565,6,5,22,2,0,0,0
20231110231565,7,5,22,2,0,0,0
20231110231570,1,62,18,2,0,0,0
20231110231570,2,33,22,1,0,0,0
20231110231571,1,78,18,2,0,0,0
20231110231571,2,79,20,1,0,0,0
20231110231573,1,69,19,2,0,0,0
20231110231573,2,62,25,1,0,0,0
20231110231581,1,35,19,1,0,0,0
20231110231585,1,65,19,2,0,0,0
20231110231593,1,61,18,2,0,0,0
20231110231593,2,21,23,1,0,0,0
20231110231593,3,22,22,1,0,0,0
20231110231595,1,78,19,2,0,0,0
20231110231598,1,52,18,1,0,0,0
20231110231598,2,50,20,2,0,0,0
20231110231610,1,61,18,1,0,0,0
20231110231610,2,72,28,1,0,0,0
20231110231610,3,60,28,1,0,0,0
20231110231611,1,30,18,1,0,0,0
20231110231611,2,29,20,2,0,0,0
20231110231611,3,2,22,2,0,0,0
20231110231611,4,5,22,2,0,0,0
20231110231617,1,47,18,2,0,0,0
20231110231617,2,54,20,1,0,0,0
20231110231617,3,18,22,1,0,0,0
20231110231617,5,10,22,2,0,0,0
20231110231617,6,74,24,2,0,0,0
20231110231631,1,37,18,2,0,0,0
20231110231631,2,8,22,2,0,0,0
20231110231631,3,14,22,2,0,0,0
20231110231647,1,76,18,1,0,0,0
20231110231647,2,68,20,2,0,0,0
20231110231658,1,57,18,1,0,0,0
20231110231658,2,43,20,2,0,0,0
20231110231658,3,16,22,2,0,0,0
20231110231660,1,69,18,2,0,0,0
20231110231660,2,17,23,1,0,0,0
20231110231660,4,15,23,1,0,0,0
20231110231661,1,63,18,1,0,0,0
20231110231661,2,59,20,2,0,0,0
20231110231663,1,33,18,2,0,0,0
20231110231663,2,40,20,1,0,0,0
20231110231663,3,5,22,1,0,0,0
20231110231663,4,4,22,2,0,0,0
20231110231663,5,2,22,1,0,0,0
20231110231667,1,76,18,1,0,0,0
20231110231667,2,62,20,2,0,0,0
20231110231671,1,32,18,2,0,0,0
20231110231671,2,33,20,1,0,0,0
20231110231671,3,9,22,1,0,0,0
20231110231675,1,50,18,2,0,0,0
20231110231675,2,14,22,1,0,0,0
20231110231675,3,80,24,2,0,0,0
20231110231678,1,33,18,2,0,0,0
20231110231678,2,42,20,1,0,0,0
20231110231678,3,13,22,1,0,0,0
20231110231681,1,64,18,2,0,0,0
20231110231681,2,68,20,1,0,0,0
20231110231682,1,38,19,1,0,0,0
20231110231691,1,37,18,1,0,0,0
20231110231691,2,33,20,2,0,0,0
20231110231691,3,5,22,2,0,0,0
20231110231691,4,0,22,1,0,0,0
20231110231695,1,56,19,1,0,0,0
20231110231703,1,64,18,2,0,0,0
20231110231703,2,64,20,1,0,0,0
20231110231705,1,50,18,1,0,0,0
20231110231705,2,45,20,2,0,0,0
20231110231705,3,26,22,2,0,0,0
20231110231705,4,20,22,2,0,0,0
20231110231714,1,39,18,1,0,0,0
20231110231714,2,10,22,1,0,0,0
20231110231714,3,6,22,2,0,0,0
20231110231714,4,5,22,2,0,0,0
20231110231714,5,31,20,2,0,0,0
20231110231717,1,48,19,2,0,0,0
20231110231718,1,55,18,2,0,0,0
20231110231718,2,35,22,2,0,0,0
20231110231722,1,54,18,2,0,0,0
20231110231722,2,11,22,2,0,0,0
20231110231723,1,85,18,1,60,0,0
20231110231723,2,62,22,1,0,0,0
20231110231731,1,54,19,2,0,0,0
20231110231731,2,80,28,2,60,0,0
20231110231731,3,46,28,2,0,0,0
20231110231733,1,67,18,1,0,0,0
20231110231733,2,60,20,2,0,0,0
20231110231737,1,37,18,1,0,0,0
20231110231737,2,39,20,2,0,0,0
20231110231737,3,14,22,2,0,0,0
20231110231737,4,6,22,1,0,0,0
20231110231744,1,39,18,1,0,0,0
20231110231744,2,37,20,2,0,0,0
20231110231744,3,2,22,1,0,0,0
20231110231750,1,41,18,1,0,0,0
20231110231750,2,73,24,2,0,0,0
20231110231750,3,75,24,1,0,0,0
20231110231755,1,51,19,1,0,0,0
20231110231758,1,85,19,2,60,0,0
20231110231759,1,70,19,2,0,0,0
20231110231760,1,69,19,2,0,0,0
20231110231761,1,45,18,2,0,0,0
20231110231761,2,43,20,1,0,0,0
20231110231761,3,8,22,1,0,0,0
20231110231761,4,4,22,1,0,0,0
20231110231771,1,29,19,1,0,0,0
20231110231771,2,28,30,2,0,0,0
20231110231780,1,53,18,1,0,0,0
20231110231780,2,51,20,2,0,0,0
20231110231780,3,27,22,2,0,0,0
20231110231780,4,18,22,2,0,0,0
20231110231780,8,12,23,2,0,0,0
20231110231780,9,2,23,1,0,0,0
20231110231785,1,85,19,1,60,0,0
20231110231786,1,41,18,1,0,0,0
20231110231786,2,9,22,1,0,0,0
20231110231787,1,64,19,2,0,0,0
20231110231788,1,56,18,2,0,0,0
20231110231788,2,20,22,1,0,0,0
20231110231791,1,66,18,1,0,0,0
20231110231791,2,54,20,2,0,0,0
20231110231791,3,25,22,2,0,0,0
20231110231791,4,6,23,2,0,0,0
20231110231795,1,50,18,1,0,0,0
20231110231795,2,41,20,2,0,0,0
20231110231795,3,9,22,2,0,0,0
20231110231795,4,8,22,2,0,0,0
20231110231796,1,38,19,1,0,0,0
20231110231799,1,51,18,1,0,0,0
20231110231799,2,50,20,2,0,0,0
20231110231799,3,20,22,1,0,0,0
20231110231803,1,74,19,1,0,0,0
20231110231812,1,61,18,2,0,0,0
20231110231812,2,66,20,1,0,0,0
20231110231814,1,33,18,2,0,0,0
20231110231814,2,63,24,2,0,0,0
20231110231823,1,67,19,2,0,0,0
20231110231826,1,50,18,2,0,0,0
20231110231826,2,51,20,1,0,0,0
20231110231830,1,63,18,1,0,0,0
20231110231830,2,24,22,2,0,0,0
20231110231835,1,72,18,1,0,0,0
20231110231835,2,75,20,2,0,0,0
20231110231843,1,49,18,2,0,0,0
20231110231843,2,41,20,1,0,0,0
20231110231843,3,17,22,1,0,0,0
20231110231843,4,17,22,1,0,0,0
20231110231843,5,21,22,1,0,0,0
20231110231843,6,14,22,1,0,0,0
20231110231843,7,13,22,1,0,0,0
20231110231843,8,12,22,1,0,0,0
20231110231843,9,10,22,2,0,0,0
20231110231845,1,66,18,2,0,0,0
20231110231845,2,68,20,1,0,0,0
20231110231848,1,43,18,2,0,0,0
20231110231848,2,70,24,2,0,0,0
20231110231848,3,50,25,2,0,0,0
20231110231852,1,79,19,2,0,0,0
20231110231855,1,33,18,2,0,0,0
20231110231855,2,12,22,2,0,0,0
20231110231855,3,11,22,2,0,0,0
20231110231855,4,6,22,2,0,0,0
20231110231856,1,46,18,2,0,0,0
20231110231856,2,17,22,2,0,0,0
20231110231859,1,29,18,2,0,0,0
20231110231859,2,30,21,1,0,0,0
20231110231862,1,80,18,2,0,0,0
20231110231862,2,80,20,1,0,0,0
20231110231869,1,62,19,1,0,0,0
20231110231870,1,63,18,1,0,0,0
20231110231870,2,63,20,2,0,0,0
20231110231889,1,85,19,2,60,0,0
20231110231890,1,64,18,2,0,0,0
20231110231890,3,22,22,1,0,0,0
20231110231891,1,38,18,1,0,0,0
20231110231891,2,37,20,2,0,0,0
20231110231891,3,3,22,2,0,0,0
20231110231891,4,1,22,2,0,0,0
20231110231893,1,58,19,2,0,0,0
20231110231895,1,80,19,2,0,0,0
20231110231896,1,26,19,2,0,0,0
20231110231896,2,32,21,1,0,0,0
20231110231910,1,26,19,1,0,0,0
20231110231910,2,26,28,1,0,0,0
20231110231916,1,43,18,2,0,0,0
20231110231916,2,46,20,1,0,0,0
20231110231916,3,8,22,1,0,0,0
20231110231916,4,5,22,1,0,0,0
20231110231926,1,29,19,1,0,0,0
20231110231926,2,29,28,2,0,0,0
20231110231926,3,6,30,1,0,0,0
20231110231938,1,77,19,1,0,0,0
20231110231942,1,51,18,1,0,0,0
20231110231942,2,9,22,2,0,0,0
20231110231942,3,6,22,2,0,0,0
20231110231947,1,35,18,1,0,0,0
20231110231947,2,33,20,2,0,0,0
20231110231952,1,50,19,2,0,0,0
20231110231953,1,80,18,2,0,0,0
20231110231953,2,79,20,1,0,0,0
20231110231959,1,70,19,1,0,0,0
20231110231960,1,71,19,1,0,0,0
20231110231960,2,58,20,2,0,0,0
20231110231968,1,30,18,2,0,0,0
20231110231968,2,34,20,1,0,0,0
20231110231968,3,5,22,1,0,0,0
20231110231968,4,2,22,1,0,0,0
20231110231973,1,54,18,2,0,0,0
20231110231973,2,55,20,1,0,0,0
20231110231977,1,42,18,1,0,0,0
20231110231977,2,43,20,2,0,0,0
20231110231977,3,15,22,2,0,0,0
20231110231977,4,10,22,2,0,0,0
20231110231985,1,85,19,2,60,0,0
20231110231994,1,65,19,2,0,0,0
20231110232001,1,51,18,2,0,0,0
20231110232001,2,58,20,1,0,0,0
20231110232002,1,85,19,1,60,0,0
20231110232004,1,74,18,1,0,0,0
20231110232004,2,76,20,2,0,0,0
20231110232005,1,40,18,1,0,0,0
20231110232005,2,36,20,2,0,0,0
20231110232005,3,2,22,1,0,0,0
20231110232008,1,47,18,2,0,0,0
20231110232008,2,48,20,1,0,0,0
20231110232008,3,16,22,2,0,0,0
20231110232008,6,12,22,1,0,0,0
20231110232010,1,63,18,2,0,0,0
20231110232010,2,61,20,1,0,0,0
20231110232014,1,80,18,1,0,0,0
20231110232014,2,80,21,2,0,0,0
20231110232016,1,65,18,2,0,0,0
20231110232016,2,62,20,1,0,0,0
20231110232017,1,65,18,1,0,0,0
20231110232017,2,63,20,2,0,0,0
20231110232018,1,70,19,2,0,0,0
20231110232027,1,59,19,2,0,0,0
20231110232031,1,47,18,1,0,0,0
20231110232031,2,48,20,2,0,0,0
20231110232031,3,19,22,1,0,0,0
20231110232031,4,16,22,1,0,0,0
20231110232033,1,30,19,1,0,0,0
20231110232035,1,46,18,1,0,0,0
20231110232035,2,39,20,2,0,0,0
20231110232035,4,6,22,2,0,0,0
20231110232035,5,8,22,2,0,0,0
20231110232041,1,72,18,2,0,0,0
20231110232041,2,72,20,1,0,0,0
20231110232041,3,48,22,1,0,0,0
20231110232044,1,68,19,2,0,0,0
20231110232048,1,72,18,1,0,0,0
20231110232048,2,85,24,2,60,0,0
20231110232049,1,47,18,2,0,0,0
20231110232049,2,38,20,1,0,0,0
20231110232051,1,67,18,2,0,0,0
20231110232051,2,41,22,1,0,0,0
20231110232052,1,61,18,1,0,0,0
20231110232052,2,68,20,2,0,0,0
20231110232053,1,42,18,1,0,0,0
20231110232053,2,35,20,2,0,0,0
20231110232053,3,5,22,2,0,0,0
20231110232053,4,1,22,2,0,0,0
20231110232058,1,66,18,1,0,0,0
20231110232058,2,67,20,2,0,0,0
20231110232063,1,85,18,1,60,0,0
20231110232063,2,80,20,2,0,0,0
20231110232067,1,79,18,1,0,0,0
20231110232067,2,73,20,2,0,0,0
20231110232068,1,58,18,1,0,0,0
20231110232068,2,80,24,2,0,0,0
20231110232068,3,64,25,2,0,0,0
20231110232068,4,14,40,2,0,0,0
20231110232070,1,29,18,1,0,0,0
20231110232070,2,65,24,1,0,0,0
20231110232074,1,63,18,1,0,0,0
20231110232074,2,56,20,2,0,0,0
20231110232074,3,23,22,1,0,0,0
20231110232074,4,80,26,1,0,0,0
20231110232076,1,61,18,1,0,0,0
20231110232076,2,60,20,2,0,0,0
20231110232076,3,26,22,2,0,0,0
20231110232076,4,23,29,2,0,0,0
20231110232079,1,50,18,2,0,0,0
20231110232079,2,50,20,1,0,0,0
20231110232079,3,20,22,1,0,0,0
20231110232086,1,33,19,2,0,0,0
20231110232086,2,31,28,1,0,0,0
20231110232087,1,57,18,1,0,0,0
20231110232087,2,55,20,2,0,0,0
20231110232088,1,75,18,1,0,0,0
20231110232088,2,75,20,2,0,0,0
20231110232092,1,35,18,2,0,0,0
20231110232092,2,34,20,2,0,0,0
20231110232092,3,1,22,2,0,0,0
20231110232095,1,44,18,2,0,0,0
20231110232095,2,9,22,2,0,0,0
20231110232097,1,57,18,1,0,0,0
20231110232097,2,56,20,2,0,0,0
20231110232097,3,20,22,1,0,0,0
20231110232101,1,65,18,2,0,0,0
20231110232101,2,72,25,1,0,0,0
20231110232112,1,38,18,1,0,0,0
20231110232112,2,39,20,2,0,0,0
20231110232112,3,13,22,1,0,0,0
20231110232112,4,10,22,2,0,0,0
20231110232115,1,34,19,1,0,0,0
20231110232116,1,73,18,1,0,0,0
20231110232116,2,71,20,2,0,0,0
20231110232121,1,42,18,1,0,0,0
20231110232121,2,40,20,2,0,0,0
20231110232121,3,21,22,1,0,0,0
20231110232121,4,14,22,1,0,0,0
20231110232121,5,7,22,2,0,0,0
20231110232124,1,44,18,1,0,0,0
20231110232124,2,19,22,2,0,0,0
20231110232124,3,14,40,2,0,0,0
20231110232128,1,80,19,2,0,0,0
20231110232134,1,65,19,1,0,0,0
20231110232134,2,41,21,2,0,0,0
20231110232138,1,42,18,2,0,0,0
20231110232138,2,20,22,1,0,0,0
20231110232138,3,17,22,1,0,0,0
20231110232142,1,39,18,1,0,0,0
20231110232142,2,35,20,2,0,0,0
20231110232142,3,11,22,1,0,0,0
20231110232142,4,7,22,1,0,0,0
20231110232142,5,1,22,1,0,0,0
20231110232145,1,80,18,1,0,0,0
20231110232145,2,80,20,2,0,0,0
20231110232147,1,45,18,1,0,0,0
20231110232147,2,34,20,2,0,0,0
20231110232147,3,4,22,1,0,0,0
20231110232147,4,1,22,1,0,0,0
20231110232147,5,15,40,1,0,0,0
20231110232147,6,13,40,2,0,0,0
20231110232150,1,80,19,2,0,0,0
20231110232169,1,68,18,1,0,0,0
20231110232169,2,66,20,2,0,0,0
20231110232169,3,25,22,2,0,0,0
20231110232171,1,75,19,2,0,0,0
20231110232173,1,39,18,2,0,0,0
20231110232173,2,41,20,1,0,0,0
20231110232183,1,33,18,1,0,0,0
20231110232183,2,34,20,2,0,0,0
20231110232183,3,0,22,1,0,0,0
20231110232188,1,39,18,2,0,0,0
20231110232188,2,41,20,1,0,0,0
20231110232188,3,4,22,1,0,0,0
20231110232188,4,2,22,1,0,0,0
20231110232189,1,65,18,2,0,0,0
20231110232189,2,85,20,1,60,0,0
20231110232196,1,85,19,2,60,0,0
20231110232197,1,51,18,2,0,0,0
20231110232197,2,15,22,2,0,0,0
20231110232200,1,29,18,2,0,0,0
20231110232200,2,9,22,2,0,0,0
20231110232201,1,70,19,2,0,0,0
20231110232207,1,34,18,1,0,0,0
20231110232207,2,35,20,2,0,0,0
20231110232207,3,5,22,1,0,0,0
20231110232207,4,7,22,1,0,0,0
20231110232213,1,72,19,1,0,0,0
20231110232214,1,57,18,2,0,0,0
20231110232214,2,55,20,1,0,0,0
20231110232214,3,19,22,1,0,0,0
20231110232214,4,18,22,2,0,0,0
20231110232218,1,32,18,2,0,0,0
20231110232218,2,34,20,1,0,0,0
20231110232218,3,2,22,2,0,0,0
20231110232219,1,67,18,2,0,0,0
20231110232219,2,67,20,1,0,0,0
20231110232225,1,64,18,1,0,0,0
20231110232225,2,67,20,2,0,0,0
20231110232238,1,57,18,1,0,0,0
20231110232238,2,58,20,2,0,0,0
20231110232243,1,68,18,1,0,0,0
20231110232243,2,71,20,2,0,0,0
20231110232252,1,48,18,1,0,0,0
20231110232252,2,46,20,2,0,0,0
20231110232252,3,18,22,1,0,0,0
20231110232252,4,15,22,1,0,0,0
20231110232263,1,85,19,1,60,0,0
20231110232266,1,72,19,1,0,0,0
20231110232270,1,62,18,2,0,0,0
20231110232270,2,6,23,2,0,0,0
20231110232273,1,72,19,2,0,0,0
20231110232276,1,80,18,1,0,0,0
20231110232276,2,79,20,2,0,0,0
20231110232276,3,58,22,2,0,0,0
20231110232277,1,66,18,2,0,0,0
20231110232277,2,60,20,1,0,0,0
20231110232286,1,59,19,1,0,0,0
20231110232288,1,73,19,2,0,0,0
20231110232290,1,72,19,1,0,0,0
20231110232296,1,55,18,2,0,0,0
20231110232296,2,51,20,1,0,0,0
20231110232299,1,56,18,2,0,0,0
20231110232299,2,67,25,2,0,0,0
20231110232319,1,45,18,2,0,0,0
20231110232319,2,7,22,2,0,0,0
20231110232319,4,49,20,1,0,0,0
20231110232323,1,41,18,1,0,0,0
20231110232323,2,36,20,2,0,0,0
20231110232323,3,12,22,2,0,0,0
20231110232325,1,80,19,2,0,0,0
